Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Florian KrÃ¼ger,de GER,"FW,MF",Arminia,22,1999,27,12,1129,12.5,1,2,1,0,0,0,0,0.08,0.16,0.24,0.08,0.24,1.4,1.4,1.6,3.0,0.11,0.13,0.24,0.11,0.24,Matches,18,5,27.8,1.43,0.40,0.06,0.20,18.1,1,0.08,-0.4,-0.4,212,310,68.4,3381,1018,120,151,79.5,64,94,68.1,20,39,51.3,+0.4,12,13,16,5,32,295,15,1,64,10,20,3,3,0,0,194,65,51,58,212,11,9,6,2,4,17,22,21,1.67,20,0,0,0,0,2,0.16,2,0,0,0,0,0,6,5,1,4,1,2,22.2,7,54,29.5,27,79,77,0,18,10,14,0,438,17,39,31.8,9,2,260,9,23,14,462,293,63.4,64,42,36.9,74,2,15,16,2,0.93,13,19,-6,-0.48,+0.45,10.5,22.9,-12.4,-0.99,+0.02,0,9,0,1,0,68,14,23,37.8,Bundesliga,20,2021-2022
Max Kruse,de GER,"FW,MF",Wolfsburg,33,1988,14,14,1128,12.5,7,1,5,2,2,0,0,0.56,0.08,0.64,0.40,0.48,5.1,3.6,2.0,5.6,0.41,0.16,0.57,0.29,0.45,Matches,19,9,47.4,1.52,0.72,0.26,0.56,17.1,0,0.19,+1.9,+1.4,366,498,73.5,6682,1256,175,219,79.9,135,174,77.6,48,77,62.3,-1.0,16,20,15,5,40,477,21,5,117,20,22,0,0,0,0,320,101,77,305,138,29,7,9,3,10,31,22,26,2.07,21,0,2,1,0,3,0.24,2,0,0,0,1,0,9,8,4,5,0,3,21.4,11,48,27.9,25,87,60,0,6,15,6,0,595,6,42,75.0,10,1,415,7,30,8,584,469,80.3,87,81,36.9,81,5,0,,0,1.50,25,20,+5,+0.40,+1.14,19.6,17.6,+2.0,+0.16,+0.30,0,4,1,0,0,64,13,24,35.1,Bundesliga,20,2021-2022
Max Kruse,de GER,"FW,MF",Wolfsburg,33,1988,14,14,1128,12.5,7,1,5,2,2,0,0,0.56,0.08,0.64,0.40,0.48,5.1,3.6,2.0,5.6,0.41,0.16,0.57,0.29,0.45,Matches,19,9,47.4,1.52,0.72,0.26,0.56,17.1,0,0.19,+1.9,+1.4,366,498,73.5,6682,1256,175,219,79.9,135,174,77.6,48,77,62.3,-1.0,16,20,15,5,40,477,21,5,117,20,22,0,0,0,0,320,101,77,305,138,29,7,9,3,10,31,22,26,2.07,21,0,2,1,0,3,0.24,2,0,0,0,1,0,9,8,4,5,0,3,21.4,11,48,27.9,25,87,60,0,6,15,6,0,595,6,42,75.0,10,1,415,7,30,8,584,469,80.3,87,81,36.9,81,5,0,,0,1.50,25,20,+5,+0.40,+1.14,19.6,17.6,+2.0,+0.16,+0.30,0,5,0,0,0,69,15,37,28.8,Bundesliga,20,2021-2022
Max Kruse,de GER,"FW,MF",Wolfsburg,33,1988,14,14,1128,12.5,7,1,5,2,2,0,0,0.56,0.08,0.64,0.40,0.48,5.1,3.6,2.0,5.6,0.41,0.16,0.57,0.29,0.45,Matches,19,9,47.4,1.52,0.72,0.26,0.56,17.1,0,0.19,+1.9,+1.4,366,498,73.5,6682,1256,175,219,79.9,135,174,77.6,48,77,62.3,-1.0,16,20,15,5,40,477,21,5,117,20,22,0,0,0,0,320,101,77,305,138,29,7,9,3,10,31,22,26,2.07,21,0,2,1,0,3,0.24,2,0,0,0,1,0,9,8,4,5,0,3,21.4,11,48,27.9,25,87,60,0,6,15,6,0,595,6,42,75.0,10,1,415,7,30,8,584,469,80.3,87,79,41.5,79,3,0,,2,1.94,22,14,+8,+0.57,+0.67,21.0,15.4,+5.6,+0.40,+0.24,0,4,1,0,0,64,13,24,35.1,Bundesliga,20,2021-2022
Max Kruse,de GER,"FW,MF",Wolfsburg,33,1988,14,14,1128,12.5,7,1,5,2,2,0,0,0.56,0.08,0.64,0.40,0.48,5.1,3.6,2.0,5.6,0.41,0.16,0.57,0.29,0.45,Matches,19,9,47.4,1.52,0.72,0.26,0.56,17.1,0,0.19,+1.9,+1.4,366,498,73.5,6682,1256,175,219,79.9,135,174,77.6,48,77,62.3,-1.0,16,20,15,5,40,477,21,5,117,20,22,0,0,0,0,320,101,77,305,138,29,7,9,3,10,31,22,26,2.07,21,0,2,1,0,3,0.24,2,0,0,0,1,0,9,8,4,5,0,3,21.4,11,48,27.9,25,87,60,0,6,15,6,0,595,6,42,75.0,10,1,415,7,30,8,584,469,80.3,87,79,41.5,79,3,0,,2,1.94,22,14,+8,+0.57,+0.67,21.0,15.4,+5.6,+0.40,+0.24,0,5,0,0,0,69,15,37,28.8,Bundesliga,20,2021-2022
Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,16,16,1270,14.1,5,4,2,3,3,1,0,0.35,0.28,0.64,0.14,0.43,4.9,2.6,3.4,6.0,0.35,0.24,0.59,0.18,0.43,Matches,27,8,29.6,1.91,0.57,0.07,0.25,19.5,3,0.10,+0.1,-0.6,350,481,72.8,7107,2028,146,179,81.6,141,177,79.7,61,110,55.5,+0.6,24,36,25,8,51,416,65,6,123,31,31,20,8,7,0,269,89,123,315,124,16,7,4,2,15,21,14,55,3.90,39,5,2,1,1,10,0.71,7,0,0,3,0,0,6,3,1,1,4,2,16.7,10,47,26.6,26,71,80,0,9,15,5,0,603,3,36,72.7,17,1,371,4,31,14,598,421,70.4,83,81,36.9,81,5,0,,0,1.50,25,20,+5,+0.40,+1.14,19.6,17.6,+2.0,+0.16,+0.30,0,4,1,0,0,64,13,24,35.1,Bundesliga,20,2021-2022
Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,16,16,1270,14.1,5,4,2,3,3,1,0,0.35,0.28,0.64,0.14,0.43,4.9,2.6,3.4,6.0,0.35,0.24,0.59,0.18,0.43,Matches,27,8,29.6,1.91,0.57,0.07,0.25,19.5,3,0.10,+0.1,-0.6,350,481,72.8,7107,2028,146,179,81.6,141,177,79.7,61,110,55.5,+0.6,24,36,25,8,51,416,65,6,123,31,31,20,8,7,0,269,89,123,315,124,16,7,4,2,15,21,14,55,3.90,39,5,2,1,1,10,0.71,7,0,0,3,0,0,6,3,1,1,4,2,16.7,10,47,26.6,26,71,80,0,9,15,5,0,603,3,36,72.7,17,1,371,4,31,14,598,421,70.4,83,81,36.9,81,5,0,,0,1.50,25,20,+5,+0.40,+1.14,19.6,17.6,+2.0,+0.16,+0.30,0,5,0,0,0,69,15,37,28.8,Bundesliga,20,2021-2022
Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,16,16,1270,14.1,5,4,2,3,3,1,0,0.35,0.28,0.64,0.14,0.43,4.9,2.6,3.4,6.0,0.35,0.24,0.59,0.18,0.43,Matches,27,8,29.6,1.91,0.57,0.07,0.25,19.5,3,0.10,+0.1,-0.6,350,481,72.8,7107,2028,146,179,81.6,141,177,79.7,61,110,55.5,+0.6,24,36,25,8,51,416,65,6,123,31,31,20,8,7,0,269,89,123,315,124,16,7,4,2,15,21,14,55,3.90,39,5,2,1,1,10,0.71,7,0,0,3,0,0,6,3,1,1,4,2,16.7,10,47,26.6,26,71,80,0,9,15,5,0,603,3,36,72.7,17,1,371,4,31,14,598,421,70.4,83,79,41.5,79,3,0,,2,1.94,22,14,+8,+0.57,+0.67,21.0,15.4,+5.6,+0.40,+0.24,0,4,1,0,0,64,13,24,35.1,Bundesliga,20,2021-2022
Max Kruse,de GER,"FW,MF",Union Berlin,33,1988,16,16,1270,14.1,5,4,2,3,3,1,0,0.35,0.28,0.64,0.14,0.43,4.9,2.6,3.4,6.0,0.35,0.24,0.59,0.18,0.43,Matches,27,8,29.6,1.91,0.57,0.07,0.25,19.5,3,0.10,+0.1,-0.6,350,481,72.8,7107,2028,146,179,81.6,141,177,79.7,61,110,55.5,+0.6,24,36,25,8,51,416,65,6,123,31,31,20,8,7,0,269,89,123,315,124,16,7,4,2,15,21,14,55,3.90,39,5,2,1,1,10,0.71,7,0,0,3,0,0,6,3,1,1,4,2,16.7,10,47,26.6,26,71,80,0,9,15,5,0,603,3,36,72.7,17,1,371,4,31,14,598,421,70.4,83,79,41.5,79,3,0,,2,1.94,22,14,+8,+0.57,+0.67,21.0,15.4,+5.6,+0.40,+0.24,0,5,0,0,0,69,15,37,28.8,Bundesliga,20,2021-2022
Lukas KÃ¼bler,de GER,DF,Freiburg,28,1992,29,27,2327,25.9,2,0,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,0.9,2.1,0.05,0.04,0.08,0.05,0.08,Matches,13,6,46.2,0.50,0.23,0.15,0.33,15.5,0,0.09,+0.8,+0.8,907,1242,73.0,17981,5821,351,411,85.4,407,512,79.5,136,266,51.1,-0.9,11,67,24,9,95,1005,237,1,166,25,34,0,0,0,0,641,249,352,93,800,80,229,4,4,26,41,34,28,1.08,23,1,0,2,1,2,0.08,2,0,0,0,0,0,71,32,45,16,10,24,57.1,18,97,31.0,151,117,45,1,34,135,73,0,1524,90,27,63.6,16,0,770,4,18,12,847,768,90.7,45,80,76.0,85,13,2,22,1,1.69,45,34,+11,+0.43,+0.30,38.5,34.6,+3.9,+0.15,+0.05,0,28,0,0,0,229,56,45,55.4,Bundesliga,20,2021-2022
Fabian Kunze,de GER,MF,Arminia,23,1998,22,13,1260,14.0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.01,0.04,0.02,0.04,Matches,11,1,9.1,0.79,0.07,0.00,0.00,25.0,0,0.03,-0.3,-0.3,370,496,74.6,6694,1770,171,205,83.4,141,181,77.9,49,83,59.0,-0.2,5,35,8,3,35,483,13,1,102,9,7,0,0,0,0,285,105,106,59,350,47,3,2,1,14,19,15,15,1.07,10,0,2,3,0,0,0.00,0,0,0,0,0,0,37,23,15,22,0,15,51.7,14,74,25.7,97,167,24,0,22,66,32,0,671,34,7,59.1,13,1,352,1,5,20,376,330,87.8,11,57,41.2,80,8,9,24,6,1.09,8,18,-10,-0.71,+0.09,11.0,22.8,-11.7,-0.84,+0.28,0,41,0,0,0,178,43,34,55.8,Bundesliga,20,2021-2022
Maxence Lacroix,fr FRA,DF,Wolfsburg,21,2000,29,29,2491,27.7,0,0,0,0,0,5,3,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.6,1.8,0.04,0.02,0.06,0.04,0.06,Matches,18,3,16.7,0.65,0.11,0.00,0.00,12.7,0,0.06,-1.2,-1.2,1242,1513,82.1,28947,9899,286,329,86.9,679,753,90.2,272,394,69.0,-0.6,7,85,10,1,90,1450,63,1,213,40,5,0,0,0,0,1096,132,285,233,1131,90,1,5,7,26,41,26,22,0.79,17,1,0,0,2,0,0.00,0,0,0,0,0,0,64,26,43,17,4,24,60.0,16,109,31.4,210,120,17,0,40,176,142,2,1904,322,26,75.0,30,0,1183,1,10,11,1160,1138,98.1,12,86,81.4,86,23,0,,0,1.10,32,47,-15,-0.54,-1.17,39.1,40.3,-1.2,-0.04,-0.08,1,38,0,1,1,289,100,54,64.9,Bundesliga,20,2021-2022
Konrad Laimer,at AUT,MF,RB Leipzig,24,1997,26,15,1240,13.8,4,4,4,0,0,2,0,0.29,0.29,0.58,0.29,0.58,2.3,2.3,1.8,4.1,0.17,0.13,0.30,0.17,0.30,Matches,16,7,43.8,1.16,0.51,0.25,0.57,18.1,0,0.15,+1.7,+1.7,558,696,80.2,9440,2437,276,320,86.3,205,245,83.7,56,87,64.4,+2.2,15,48,14,3,54,661,35,5,148,12,12,0,0,0,0,513,89,94,130,530,18,6,2,3,9,25,23,33,2.40,27,0,3,1,0,6,0.44,4,0,1,1,0,0,41,23,15,22,4,17,35.4,31,134,29.3,120,265,73,0,25,55,11,1,878,26,30,55.3,24,0,615,4,25,21,665,603,90.7,44,48,40.5,67,1,11,21,3,1.81,38,20,+18,+1.31,+0.47,25.2,20.1,+5.0,+0.37,-0.45,0,45,0,0,0,120,13,15,46.4,Bundesliga,20,2021-2022
Stefan Lainer,at AUT,DF,M'Gladbach,28,1992,21,19,1471,16.3,1,2,1,0,0,2,0,0.06,0.12,0.18,0.06,0.18,0.6,0.6,2.5,3.1,0.04,0.15,0.19,0.04,0.19,Matches,12,2,16.7,0.73,0.12,0.08,0.50,14.3,0,0.05,+0.4,+0.4,575,767,75.0,9552,4254,282,334,84.4,242,313,77.3,43,80,53.8,-0.5,13,40,15,4,75,616,151,1,126,5,27,0,0,0,0,407,176,184,108,471,26,148,3,5,4,40,30,32,1.96,27,0,1,4,0,7,0.43,5,0,1,0,1,0,24,11,9,8,7,11,36.7,19,61,25.2,86,94,62,0,29,50,28,0,951,48,43,45.5,11,3,499,5,17,15,625,535,85.6,53,70,48.1,76,7,2,12,2,1.33,26,30,-4,-0.24,-0.07,26.7,27.9,-1.2,-0.07,-0.31,0,9,2,1,0,125,17,21,44.7,Bundesliga,20,2021-2022
Vassilis Lambropoulos,gr GRE,DF,Bochum,31,1990,13,13,1168,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches,4,1,25.0,0.31,0.08,0.00,0.00,11.8,0,0.04,-0.1,-0.1,350,420,83.3,8678,2120,62,78,79.5,187,210,89.0,94,121,77.7,0.0,1,14,0,0,13,412,8,0,61,22,3,0,0,0,0,280,41,99,59,310,28,2,2,2,7,2,6,6,0.46,5,0,0,0,0,0,0.00,0,0,0,0,0,0,25,18,20,4,1,10,47.6,11,56,37.6,94,49,6,1,19,58,77,1,594,115,9,50.0,1,0,296,1,3,5,317,309,97.5,3,90,38.2,90,12,0,,13,1.38,15,21,-6,-0.46,-0.08,14.5,23.1,-8.5,-0.66,-0.30,0,5,0,0,1,87,35,18,66.0,Bundesliga,20,2021-2022
Sam Lammers,nl NED,FW,Eint Frankfurt,24,1997,15,5,517,5.7,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.2,1.2,0.4,1.6,0.22,0.07,0.29,0.22,0.29,Matches,12,4,33.3,2.09,0.70,0.08,0.25,12.5,0,0.10,-0.2,-0.2,89,135,65.9,1233,351,51,77,66.2,30,42,71.4,2,4,50.0,-0.4,4,9,3,0,11,129,6,0,50,0,0,0,0,0,0,70,38,27,55,40,14,1,1,2,4,7,7,7,1.22,6,0,0,0,0,0,0.00,0,0,0,0,0,0,7,3,1,3,3,2,66.7,1,25,20.2,8,52,64,0,4,11,4,0,214,5,25,37.5,8,0,113,3,24,10,296,164,55.4,40,34,16.9,63,0,10,20,9,1.00,4,9,-5,-0.87,-0.91,4.0,10.2,-6.2,-1.08,-1.04,0,7,0,0,0,20,28,22,56.0,Bundesliga,20,2021-2022
Bryan Lasme,fr FRA,FW,Arminia,22,1998,23,7,877,9.7,2,0,2,0,0,2,0,0.21,0.00,0.21,0.21,0.21,0.8,0.8,0.4,1.3,0.09,0.04,0.13,0.09,0.13,Matches,14,7,50.0,1.44,0.72,0.14,0.29,14.5,0,0.06,+1.2,+1.2,122,197,61.9,1897,404,70,107,65.4,35,55,63.6,10,17,58.8,-0.4,8,8,9,4,11,189,8,0,76,7,16,0,0,0,0,101,56,40,13,127,20,0,5,0,7,5,12,19,1.95,14,0,2,2,0,0,0.00,0,0,0,0,0,0,6,4,0,3,3,1,33.3,2,49,24.6,10,80,109,0,10,7,11,0,327,12,63,37.0,13,1,201,11,31,19,460,230,50.0,72,38,28.7,73,2,16,23,6,0.65,9,12,-3,-0.31,+0.64,7.1,15.4,-8.3,-0.85,+0.21,0,15,0,0,0,44,38,40,48.7,Bundesliga,20,2021-2022
Maxim Leitsch,de GER,DF,Bochum,23,1998,19,17,1538,17.1,1,0,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06,1.0,1.0,0.4,1.3,0.06,0.02,0.08,0.06,0.08,Matches,5,1,20.0,0.29,0.06,0.20,1.00,13.2,0,0.19,0.0,0.0,681,806,84.5,15694,3912,151,177,85.3,369,394,93.7,152,215,70.7,-0.4,2,42,3,2,43,791,15,0,120,19,5,0,0,0,0,587,73,146,619,113,40,5,5,4,13,16,10,8,0.47,6,0,0,0,1,2,0.12,2,0,0,0,0,0,23,16,14,8,1,9,50.0,9,72,36.9,106,83,6,0,22,75,85,1,1011,146,8,50.0,2,0,582,0,6,4,581,577,99.3,1,81,50.3,90,17,2,4,1,1.53,20,22,-2,-0.12,+0.59,22.4,29.0,-6.6,-0.39,+0.16,0,8,0,0,0,183,44,29,60.3,Bundesliga,20,2021-2022
Tim Lemperle,de GER,"FW,MF",KÃ¶ln,19,2002,13,0,149,1.7,2,0,2,0,0,0,0,1.21,0.00,1.21,1.21,1.21,1.3,1.3,0.9,2.2,0.79,0.52,1.32,0.79,1.32,Matches,7,3,42.9,4.23,1.81,0.29,0.67,10.1,0,0.19,+0.7,+0.7,40,61,65.6,539,143,28,40,70.0,9,14,64.3,2,4,50.0,-0.9,7,4,3,1,5,58,3,0,13,0,4,0,0,0,0,42,13,6,7,42,6,2,1,1,3,6,2,11,6.64,9,0,0,0,1,0,0.00,0,0,0,0,0,0,5,4,1,3,1,1,100.0,0,18,34.6,6,22,24,0,1,6,0,0,92,1,18,66.7,6,0,61,7,2,9,95,62,65.3,21,11,4.9,,0,13,11,10,1.23,4,5,-1,-0.60,-0.73,4.2,4.8,-0.6,-0.36,-0.34,0,5,0,0,0,15,4,12,25.0,Bundesliga,20,2021-2022
Christopher Lenz,de GER,DF,Eint Frankfurt,26,1994,15,6,664,7.4,0,1,0,0,0,6,0,0.00,0.14,0.14,0.00,0.14,0.1,0.1,0.9,1.0,0.02,0.12,0.14,0.02,0.14,Matches,5,0,0.0,0.68,0.00,0.00,,25.5,0,0.02,-0.1,-0.1,376,518,72.6,7289,2992,156,185,84.3,158,211,74.9,58,105,55.2,+0.1,13,24,5,2,39,395,123,0,60,12,17,21,10,6,2,295,91,132,327,82,10,90,1,0,11,24,19,20,2.71,12,8,0,0,0,1,0.14,0,1,0,0,0,0,28,12,18,7,3,8,44.4,10,42,37.2,52,35,26,0,8,42,32,0,629,29,10,50.0,2,0,309,1,10,8,360,333,92.5,19,44,21.7,83,4,9,18,1,1.20,8,8,0,0.00,+0.15,10.2,9.5,+0.7,+0.10,+0.40,0,16,0,0,0,81,17,12,58.6,Bundesliga,20,2021-2022
Robert Lewandowski,pl POL,FW,Bayern Munich,32,1988,34,34,2946,32.7,35,3,30,5,5,2,0,1.07,0.09,1.16,0.92,1.01,32.6,28.9,5.7,34.5,1.00,0.17,1.17,0.88,1.05,Matches,157,77,49.0,4.80,2.35,0.19,0.39,12.6,3,0.18,+2.4,+1.1,589,769,76.6,8368,1671,373,454,82.2,160,205,78.0,31,53,58.5,-2.7,40,42,31,3,56,736,33,4,211,10,29,0,0,0,0,571,112,86,102,585,29,1,14,2,13,35,38,104,3.18,67,1,13,9,2,15,0.46,10,0,1,3,1,0,11,8,1,4,6,3,27.3,8,105,32.8,10,97,213,0,20,23,8,0,1200,16,273,52.3,37,5,827,25,84,59,1472,928,63.0,301,87,96.3,87,28,0,,0,2.26,92,36,+56,+1.71,-1.45,84.3,35.7,+48.6,+1.49,-0.41,0,25,1,0,0,148,70,73,49.0,Bundesliga,20,2021-2022
Jamie Leweling,de GER,"FW,DF",Greuther FÃ¼rth,20,2001,33,22,1959,21.8,5,1,5,0,0,3,0,0.23,0.05,0.28,0.23,0.28,4.1,4.1,1.6,5.7,0.19,0.08,0.26,0.19,0.26,Matches,45,16,35.6,2.07,0.74,0.11,0.31,17.3,0,0.09,+0.9,+0.9,280,424,66.0,4688,985,145,189,76.7,97,132,73.5,28,62,45.2,-0.6,15,14,11,3,26,388,36,3,114,16,40,0,0,0,0,292,71,61,76,300,17,15,4,1,14,21,31,40,1.84,21,1,5,7,3,2,0.09,1,0,0,0,1,0,18,10,4,11,3,6,33.3,12,101,26.4,53,163,167,0,20,39,8,0,769,11,80,52.5,45,6,596,29,77,85,860,533,62.0,115,59,64.0,80,11,11,19,0,0.55,21,50,-29,-1.33,+0.71,19.6,36.3,-16.7,-0.77,+0.29,0,18,1,0,0,115,19,73,20.7,Bundesliga,20,2021-2022
Philipp Lienhart,at AUT,DF,Freiburg,25,1996,32,32,2870,31.9,5,0,5,0,0,2,0,0.16,0.00,0.16,0.16,0.16,2.6,2.6,0.1,2.7,0.08,0.00,0.09,0.08,0.09,Matches,19,7,36.8,0.60,0.22,0.26,0.71,8.4,0,0.15,+2.4,+2.4,1487,1725,86.2,36464,10080,273,312,87.5,836,896,93.3,371,495,74.9,-0.1,2,80,6,0,82,1662,63,1,150,52,6,0,0,0,0,1293,134,298,203,1363,112,6,1,3,37,29,14,15,0.47,10,0,0,1,0,1,0.03,0,0,0,1,0,0,24,13,17,6,1,11,50.0,11,58,33.3,108,52,14,0,18,102,191,1,2084,327,30,75.0,4,0,1236,1,10,4,1321,1300,98.4,4,90,93.8,90,30,0,,0,1.59,55,44,+11,+0.34,-0.13,47.2,43.0,+4.2,+0.13,-0.16,0,19,0,1,0,353,94,57,62.3,Bundesliga,20,2021-2022
Andreas Linde,se SWE,GK,Greuther FÃ¼rth,28,1993,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,324,502,64.5,9180,5527,56,57,98.2,159,163,97.5,105,277,37.9,0.0,0,6,0,0,0,384,118,0,42,10,0,0,0,0,0,240,17,245,44,366,0,0,65,7,17,9,0,2,0.17,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,,0,0,0,0,0,0,0,1,529,458,0,100.0,1,0,289,0,0,0,265,264,99.6,0,90,35.3,90,12,0,,4,0.67,9,24,-15,-1.25,+0.52,9.7,19.7,-9.9,-0.83,+0.07,0,0,0,0,0,72,0,0,,Bundesliga,20,2021-2022
Jesper LindstrÃ¸m,dk DEN,"FW,MF",Eint Frankfurt,21,2000,29,26,1976,22.0,5,4,5,0,0,0,0,0.23,0.18,0.41,0.23,0.41,6.8,6.8,5.4,12.2,0.31,0.25,0.56,0.31,0.56,Matches,55,18,32.7,2.51,0.82,0.09,0.28,17.2,3,0.12,-1.8,-1.8,423,608,69.6,6797,1792,224,279,80.3,140,201,69.7,39,78,50.0,-1.4,44,23,18,5,40,561,47,3,103,21,48,24,6,9,2,427,92,89,82,480,24,8,9,0,13,36,36,75,3.42,48,9,8,3,3,4,0.18,2,1,0,1,0,0,31,21,9,13,9,10,30.3,23,142,28.5,71,218,210,0,38,71,7,0,954,12,102,45.8,39,6,638,29,81,48,920,626,68.0,154,68,64.6,72,5,3,31,2,1.34,28,27,+1,+0.05,+0.46,32.0,27.6,+4.3,+0.20,+1.16,0,26,0,0,0,127,10,51,16.4,Bundesliga,20,2021-2022
Dejan Ljubicic,at AUT,"MF,FW",KÃ¶ln,23,1997,30,22,1969,21.9,3,1,3,0,0,4,0,0.14,0.05,0.18,0.14,0.18,2.3,2.3,3.5,5.8,0.11,0.16,0.27,0.11,0.27,Matches,29,7,24.1,1.33,0.32,0.10,0.43,19.4,0,0.08,+0.7,+0.7,516,730,70.7,9175,2661,231,286,80.8,201,278,72.3,64,103,62.1,-2.5,35,37,32,11,67,719,11,1,143,19,47,0,0,0,0,488,112,130,71,617,24,2,7,4,10,40,45,70,3.20,59,0,3,2,2,5,0.23,4,0,0,1,0,0,27,21,9,8,10,13,34.2,25,165,32.3,96,244,171,0,21,47,16,0,952,21,75,53.4,31,3,688,13,39,29,866,658,76.0,119,66,64.3,79,8,8,28,0,1.50,37,27,+10,+0.46,+1.03,34.1,31.7,+2.4,+0.11,+0.39,0,34,0,0,0,174,11,32,25.6,Bundesliga,20,2021-2022
JÃ¼rgen Locadia,nl NED,"FW,MF",Bochum,27,1993,11,4,444,4.9,2,1,1,1,1,0,0,0.41,0.20,0.61,0.20,0.41,2.0,1.2,0.6,1.8,0.40,0.11,0.51,0.25,0.36,Matches,17,7,41.2,3.45,1.42,0.06,0.14,19.1,0,0.07,0.0,-0.2,97,123,78.9,1722,332,40,51,78.4,44,52,84.6,11,14,78.6,+0.4,7,10,2,1,11,110,13,2,33,3,3,0,0,0,0,81,23,19,29,72,11,2,1,0,2,8,3,20,4.05,12,0,1,2,1,4,0.81,3,0,0,1,0,0,5,5,1,1,3,0,,0,38,35.2,3,40,65,0,0,9,2,0,194,2,28,50.0,2,0,124,5,23,9,240,141,58.8,31,40,14.5,71,0,7,23,1,1.09,9,7,+2,+0.41,+0.96,7.9,6.3,+1.5,+0.31,+0.91,0,11,0,0,0,21,12,27,30.8,Bundesliga,20,2021-2022
Anthony Losilla,fr FRA,MF,Bochum,35,1986,33,33,2935,32.6,2,0,2,0,0,5,0,0.06,0.00,0.06,0.06,0.06,1.6,1.6,0.7,2.3,0.05,0.02,0.07,0.05,0.07,Matches,33,9,27.3,1.01,0.28,0.06,0.22,18.7,0,0.05,+0.4,+0.4,998,1267,78.8,21719,4860,328,417,78.7,413,506,81.6,239,302,79.1,-0.7,14,69,11,2,81,1229,38,1,221,58,9,0,0,0,0,723,220,324,138,864,165,3,6,5,19,39,21,39,1.20,30,0,1,1,3,1,0.03,1,0,0,0,0,0,86,56,39,42,5,29,42.0,40,192,30.2,242,327,67,0,32,160,105,1,1643,89,42,52.8,22,1,743,4,27,18,828,755,91.2,31,89,95.9,89,31,0,,0,1.24,37,50,-13,-0.40,+0.32,39.6,56.0,-16.3,-0.50,-0.83,0,55,0,0,0,455,133,69,65.8,Bundesliga,20,2021-2022
