Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
JavairÃ´ Dilrosun,nl NED,FW,Hertha BSC,23,1998,2,1,138,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,Matches,1,0,0.0,0.65,0.00,0.00,,20.9,0,0.03,0.0,0.0,26,34,76.5,388,103,18,23,78.3,4,5,80.0,3,3,100.0,0.0,0,1,0,0,2,34,0,0,12,1,0,0,0,0,0,26,5,3,25,8,1,0,0,0,2,0,2,1,0.65,0,0,1,0,0,0,0.00,0,0,0,0,0,0,3,1,0,3,0,1,33.3,2,7,18.9,7,22,8,0,1,5,1,0,52,2,0,42.9,5,1,41,0,2,2,45,34,75.6,3,69,4.5,67,0,1,71,1,0.00,1,4,-3,-1.96,-1.00,1.3,3.3,-2.0,-1.30,-0.71,0,3,0,0,0,10,0,2,0.0,Bundesliga,20,2021-2022
Lee Dongjun,kr KOR,MF,Hertha BSC,24,1997,4,1,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.43,0.00,0.43,0.43,0.43,Matches,3,1,33.3,2.29,0.76,0.00,0.00,12.0,0,0.19,-0.6,-0.6,13,18,72.2,123,36,12,12,100.0,1,4,25.0,0,1,0.0,0.0,0,1,0,0,0,18,0,0,4,0,2,0,0,0,0,9,5,4,6,11,1,0,0,0,1,0,1,2,1.53,1,0,0,0,0,1,0.76,1,0,0,0,0,0,2,1,0,2,0,1,50.0,1,5,17.9,7,13,8,0,3,4,0,0,47,0,7,20.0,3,0,29,1,4,3,44,27,61.4,9,30,3.9,55,0,3,21,3,0.25,1,5,-4,-3.05,-2.13,1.5,3.3,-1.8,-1.40,-0.80,0,2,0,0,0,11,0,1,0.0,Bundesliga,20,2021-2022
Niklas Dorsch,de GER,MF,Augsburg,23,1998,30,27,2324,25.8,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,0.2,0.2,0.3,0.5,0.01,0.01,0.02,0.01,0.02,Matches,12,1,8.3,0.46,0.04,0.08,1.00,28.2,0,0.02,+0.8,+0.8,915,1100,83.2,21055,5578,276,315,87.6,411,455,90.3,210,294,71.4,-0.3,12,70,8,2,79,1016,84,1,225,81,2,17,5,11,0,758,95,247,116,918,44,2,2,5,25,28,22,34,1.32,21,6,0,1,5,3,0.12,3,0,0,0,0,0,85,54,50,31,4,22,47.8,24,148,29.1,220,260,28,1,36,149,36,1,1374,87,0,69.4,26,0,904,0,10,27,786,729,92.7,9,77,75.9,83,20,3,26,0,1.13,27,44,-17,-0.66,-0.66,30.0,44.7,-14.7,-0.57,+0.09,0,64,0,0,0,305,21,16,56.8,Bundesliga,20,2021-2022
Ondrej Duda,sk SVK,MF,KÃ¶ln,26,1994,31,20,1611,17.9,2,0,2,0,0,5,0,0.11,0.00,0.11,0.11,0.11,3.5,3.5,2.5,6.0,0.20,0.14,0.33,0.20,0.33,Matches,42,15,35.7,2.35,0.84,0.05,0.13,19.1,0,0.09,-1.5,-1.5,506,681,74.3,9137,2322,247,300,82.3,158,218,72.5,83,123,67.5,-2.5,21,48,21,4,62,625,56,3,137,21,13,18,4,9,0,424,134,123,95,522,34,5,6,7,23,38,23,62,3.46,37,6,10,4,2,1,0.06,0,0,1,0,0,0,22,18,4,12,6,8,29.6,19,119,31.8,58,185,131,0,14,50,11,0,923,16,57,65.6,44,0,650,6,44,38,818,604,73.8,117,52,52.6,72,3,11,16,1,1.48,18,31,-13,-0.73,-1.72,24.7,25.3,-0.6,-0.03,0.00,0,42,0,0,0,160,25,37,40.3,Bundesliga,20,2021-2022
Jeremy Dudziak,tn TUN,"MF,FW",Greuther FÃ¼rth,25,1995,22,15,1134,12.6,2,0,2,0,0,1,0,0.16,0.00,0.16,0.16,0.16,2.4,2.4,1.6,4.0,0.19,0.13,0.32,0.19,0.32,Matches,16,4,25.0,1.27,0.32,0.13,0.50,13.9,0,0.16,-0.4,-0.4,222,329,67.5,3734,1154,100,128,78.1,91,120,75.8,18,50,36.0,-1.6,14,21,8,5,32,287,42,2,87,3,23,17,13,2,0,199,57,73,268,34,14,1,0,3,9,19,17,28,2.22,18,2,2,4,0,3,0.24,0,0,1,0,2,0,18,13,7,8,3,5,31.3,11,71,24.6,69,137,83,0,14,34,4,0,490,6,37,45.7,19,1,300,3,23,27,414,297,71.7,71,52,37.1,70,3,7,12,3,0.64,12,26,-14,-1.11,+0.76,14.7,19.7,-5.0,-0.40,+0.75,0,14,2,0,0,84,16,21,43.2,Bundesliga,20,2021-2022
Erik Durm,de GER,DF,Eint Frankfurt,29,1992,7,7,474,5.3,0,1,0,0,0,1,0,0.00,0.19,0.19,0.00,0.19,0.0,0.0,0.6,0.6,0.00,0.12,0.12,0.00,0.12,Matches,1,0,0.0,0.19,0.00,0.00,,35.0,0,0.01,0.0,0.0,190,274,69.3,3818,1558,65,74,87.8,97,129,75.2,25,60,41.7,+0.4,3,16,5,0,22,207,67,0,32,6,13,0,0,0,0,135,57,82,37,157,10,65,2,1,7,8,8,6,1.14,6,0,0,0,0,2,0.38,2,0,0,0,0,0,15,6,6,6,3,11,55.0,9,25,35.2,19,37,15,0,6,26,12,0,327,17,3,0.0,0,0,163,1,5,6,195,170,87.2,11,68,15.5,68,3,0,,7,1.29,3,3,0,0.00,+0.14,4.9,6.3,-1.4,-0.27,-0.07,0,3,0,0,0,42,4,10,28.6,Bundesliga,20,2021-2022
Maximilian Eggestein,de GER,MF,Freiburg,24,1996,31,26,2194,24.4,1,2,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,1.2,1.2,1.6,2.8,0.05,0.07,0.11,0.05,0.11,Matches,24,6,25.0,0.98,0.25,0.04,0.17,20.5,0,0.05,-0.2,-0.2,707,933,75.8,11958,3571,348,415,83.9,273,344,79.4,68,116,58.6,+0.4,22,92,21,4,91,915,18,1,218,14,11,2,0,0,0,623,115,195,134,677,54,5,6,3,14,39,36,49,2.01,41,2,0,2,2,6,0.25,5,0,0,0,1,0,50,29,21,23,6,20,43.5,26,134,30.9,151,200,83,0,38,84,36,1,1221,67,38,42.9,7,1,706,2,22,29,798,702,88.0,55,71,71.7,80,10,5,23,1,1.65,41,28,+13,+0.53,+0.64,35.0,32.2,+2.8,+0.12,-0.09,0,36,0,0,0,274,66,59,52.8,Bundesliga,20,2021-2022
Lilian Egloff,de GER,"FW,MF",Stuttgart,18,2002,4,0,31,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.60,0.60,0.00,0.60,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,6,9,66.7,68,24,3,3,100.0,2,3,66.7,0,1,0.0,-0.2,1,0,0,0,1,9,0,0,2,1,0,0,0,0,0,6,2,1,2,5,0,0,1,0,0,0,1,1,2.90,1,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,1,0,0,,0,2,14.3,0,6,8,0,0,1,1,0,16,0,1,,0,0,11,0,4,0,22,12,54.5,7,8,1.0,,0,4,8,1,1.00,0,0,0,0.00,+0.53,0.3,0.5,-0.2,-0.51,-0.33,0,2,0,0,0,1,1,2,33.3,Bundesliga,20,2021-2022
Kingsley Ehizibue,nl NED,DF,KÃ¶ln,26,1995,16,6,681,7.6,0,1,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,0.3,0.3,0.9,1.2,0.04,0.12,0.16,0.04,0.16,Matches,6,0,0.0,0.79,0.00,0.00,,23.7,0,0.05,-0.3,-0.3,255,370,68.9,5138,2362,89,113,78.8,123,152,80.9,38,85,44.7,+0.1,9,17,10,7,28,293,77,0,54,7,16,0,0,0,0,198,74,98,13,257,16,71,1,0,12,13,21,12,1.59,12,0,0,0,0,2,0.26,2,0,0,0,0,0,27,14,22,5,0,10,50.0,10,56,35.2,84,51,24,0,16,44,21,0,483,28,3,56.3,10,0,260,1,11,6,261,235,90.0,9,43,22.3,74,2,10,24,17,1.25,12,11,+1,+0.13,+0.06,11.1,16.9,-5.8,-0.77,-0.94,0,15,0,0,0,76,16,6,72.7,Bundesliga,20,2021-2022
Julian Eitschberger,de GER,DF,Hertha BSC,17,2004,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,22,31,71.0,307,124,14,17,82.4,4,7,57.1,2,3,66.7,0.0,0,1,0,0,0,28,3,0,7,0,1,0,0,0,0,20,6,5,6,21,2,2,0,0,0,1,2,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,80.0,4,0,1,0,2,1,4,0,41,4,1,,0,0,20,1,0,0,23,21,91.3,0,45,1.5,45,0,0,,1,0.00,0,1,-1,-2.00,-1.01,0.4,1.7,-1.3,-2.69,-2.10,0,0,0,0,0,9,1,0,100.0,Bundesliga,20,2021-2022
Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,21,2000,21,6,718,8.0,3,0,3,0,0,1,0,0.38,0.00,0.38,0.38,0.38,1.9,1.9,0.8,2.7,0.24,0.09,0.34,0.24,0.34,Matches,14,4,28.6,1.75,0.50,0.21,0.75,13.9,0,0.14,+1.1,+1.1,162,240,67.5,2298,613,92,113,81.4,51,70,72.9,8,25,32.0,-0.8,8,10,3,0,16,230,10,1,48,5,4,2,0,0,0,145,55,40,55,153,18,5,2,1,1,13,12,15,1.88,12,0,0,1,1,0,0.00,0,0,0,0,0,0,9,5,3,6,0,3,42.9,4,31,25.2,22,61,40,0,10,18,4,0,344,4,24,41.2,8,0,213,3,23,19,364,233,64.0,57,34,23.5,67,0,15,21,6,1.10,13,13,0,0.00,+1.31,9.5,12.4,-2.9,-0.36,+0.34,0,11,0,0,0,58,9,22,29.0,Bundesliga,20,2021-2022
Nico Elvedi,ch SUI,DF,M'Gladbach,24,1996,28,28,2430,27.0,1,0,1,0,0,3,1,0.04,0.00,0.04,0.04,0.04,1.5,1.5,0.1,1.7,0.06,0.01,0.06,0.06,0.06,Matches,14,1,7.1,0.52,0.04,0.07,1.00,9.0,0,0.11,-0.5,-0.5,1587,1703,93.2,33801,8608,429,470,91.3,875,915,95.6,274,296,92.6,-0.1,3,40,0,0,51,1613,90,1,172,33,0,0,0,0,0,1467,105,131,416,1149,74,7,1,0,6,19,10,10,0.37,6,2,0,0,1,0,0.00,0,0,0,0,0,0,46,24,31,15,0,19,52.8,17,76,38.6,110,81,6,1,28,105,110,0,1979,253,23,33.3,1,0,1285,0,1,4,1329,1316,99.0,5,87,79.4,87,26,0,,0,1.21,37,54,-17,-0.63,-2.06,44.7,45.5,-0.8,-0.03,-0.57,0,22,0,0,0,273,91,50,64.5,Bundesliga,20,2021-2022
Breel Embolo,ch SUI,"FW,MF",M'Gladbach,24,1997,29,24,2166,24.1,9,3,9,0,0,3,0,0.37,0.12,0.50,0.37,0.50,8.8,8.8,4.7,13.5,0.36,0.20,0.56,0.36,0.56,Matches,48,23,47.9,1.99,0.96,0.19,0.39,13.5,0,0.18,+0.2,+0.2,430,587,73.3,6210,1483,263,333,79.0,114,159,71.7,32,48,66.7,-1.7,32,31,24,2,57,551,36,5,183,5,6,0,0,0,0,436,103,48,57,450,24,1,23,2,4,39,29,79,3.28,54,0,2,15,4,9,0.37,6,0,0,1,2,0,29,21,2,17,10,8,50.0,8,127,32.4,21,184,187,0,13,40,7,0,949,14,121,44.4,40,8,700,13,70,81,1145,721,63.0,206,75,70.8,85,18,5,24,0,1.41,39,36,+3,+0.12,+1.13,39.5,37.7,+1.9,+0.08,-0.04,0,46,2,0,0,110,44,94,31.9,Bundesliga,20,2021-2022
Keita Endo,jp JPN,"MF,FW",Union Berlin,23,1997,4,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.10,0.00,0.10,0.10,0.10,Matches,2,1,50.0,3.27,1.64,0.00,0.00,17.3,0,0.03,-0.1,-0.1,18,27,66.7,289,51,9,12,75.0,5,9,55.6,2,2,100.0,0.0,0,1,0,0,2,27,0,0,5,0,2,0,0,0,0,20,2,5,8,16,2,0,0,0,0,1,2,2,3.27,1,0,0,1,0,0,0.00,0,0,0,0,0,0,2,0,2,0,0,1,50.0,1,2,20.0,4,4,2,0,1,2,0,0,37,0,7,0.0,0,0,24,1,1,1,35,28,80.0,10,14,1.8,,0,4,14,9,0.00,1,1,0,0.00,-0.18,1.4,0.7,+0.7,+1.16,+0.92,0,0,0,0,0,6,1,2,33.3,Bundesliga,20,2021-2022
Wataru Endo,jp JPN,MF,Stuttgart,28,1993,33,33,2899,32.2,4,2,4,0,0,4,0,0.12,0.06,0.19,0.12,0.19,5.8,5.5,1.4,6.9,0.18,0.04,0.22,0.17,0.21,Matches,46,16,34.8,1.43,0.50,0.09,0.25,15.0,0,0.12,-1.8,-1.5,1282,1564,82.0,23393,6220,563,663,84.9,538,622,86.5,159,225,70.7,+0.6,19,127,15,2,139,1541,23,3,346,29,9,1,0,0,0,1133,192,239,238,1162,88,5,1,9,13,49,35,55,1.71,43,0,3,3,2,2,0.06,2,0,0,0,0,0,74,42,35,34,5,23,35.9,41,221,33.1,255,312,100,0,53,133,60,0,1992,99,54,60.0,34,0,1347,3,28,60,1472,1313,89.2,72,88,94.7,88,29,0,,0,0.97,37,57,-20,-0.62,-1.74,42.2,49.2,-6.9,-0.21,-0.57,0,35,0,0,0,357,93,52,64.1,Bundesliga,20,2021-2022
Michael Esser,de GER,GK,Bochum,33,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,80,134,59.7,2461,1666,12,12,100.0,38,38,100.0,30,84,35.7,0.0,0,2,0,0,0,101,33,0,25,0,0,0,0,0,0,56,3,75,14,102,0,0,9,1,7,2,0,1,0.33,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,1,0,0,0,0,0,0,0,143,130,0,,0,0,63,0,0,0,77,77,100.0,0,90,8.8,90,3,0,,30,2.00,9,7,+2,+0.67,+1.18,2.7,7.6,-4.9,-1.64,-1.28,0,0,0,0,0,14,0,0,,Bundesliga,20,2021-2022
Wahidullah Faghir,dk DEN,FW,Stuttgart,18,2003,6,0,123,1.4,1,0,1,0,0,0,0,0.73,0.00,0.73,0.73,0.73,0.4,0.4,0.0,0.4,0.31,0.00,0.31,0.31,0.31,Matches,6,1,16.7,4.39,0.73,0.17,1.00,15.5,0,0.07,+0.6,+0.6,21,33,63.6,255,55,16,19,84.2,4,8,50.0,0,3,0.0,0.0,0,2,1,0,4,32,1,0,12,0,0,0,0,0,0,22,6,5,1,25,1,0,3,0,1,1,0,4,2.93,1,0,2,0,1,1,0.73,0,0,1,0,0,0,1,0,0,1,0,0,,0,10,32.3,2,12,17,0,1,2,1,0,55,0,7,60.0,4,1,40,1,6,1,69,47,68.1,21,21,4.0,,0,6,21,3,0.33,1,2,-1,-0.73,-0.21,0.6,3.2,-2.6,-1.88,-1.77,0,0,0,0,0,2,4,4,50.0,Bundesliga,20,2021-2022
Ãmer Faruk Beyaz,tr TUR,"FW,DF",Stuttgart,17,2003,4,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.23,0.00,0.23,0.23,0.23,Matches,3,1,33.3,3.80,1.27,0.00,0.00,18.4,0,0.06,-0.2,-0.2,29,39,74.4,382,91,19,24,79.2,9,13,69.2,1,1,100.0,0.0,0,1,1,0,3,39,0,0,10,0,0,0,0,0,0,29,3,7,30,7,1,0,0,0,1,1,3,2,2.54,2,0,0,0,0,0,0.00,0,0,0,0,0,0,5,5,1,4,0,1,20.0,4,10,33.3,5,16,9,0,0,6,1,0,55,0,3,100.0,2,0,46,1,6,2,41,36,87.8,8,18,2.3,,0,4,18,16,0.50,1,1,0,0.00,+0.54,2.1,0.8,+1.4,+1.72,+1.95,0,0,0,0,0,11,1,1,50.0,Bundesliga,20,2021-2022
Adrian Fein,de GER,MF,Greuther FÃ¼rth,22,1999,3,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.06,0.09,0.15,0.06,0.15,Matches,1,0,0.0,2.81,0.00,0.00,,26.0,0,0.02,0.0,0.0,6,9,66.7,117,18,2,3,66.7,4,4,100.0,0,2,0.0,0.0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,5,1,3,0,8,0,1,0,0,1,0,0,1,2.81,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,8.3,4,4,4,0,1,2,0,0,13,0,1,,0,0,9,0,0,1,10,8,80.0,1,11,1.0,,0,3,11,5,0.00,2,2,0,0.00,+1.61,1.8,2.0,-0.2,-0.55,+0.32,0,1,0,0,0,1,0,0,,Bundesliga,20,2021-2022
Ohis Felix Uduokhai,de GER,DF,Augsburg,23,1997,13,8,787,8.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.02,0.01,0.02,Matches,2,0,0.0,0.23,0.00,0.00,,13.1,0,0.06,-0.1,-0.1,331,414,80.0,7241,2510,97,116,83.6,175,194,90.2,57,98,58.2,0.0,1,26,4,0,24,391,23,0,59,10,1,0,0,0,0,290,32,92,289,76,22,13,3,1,13,11,8,3,0.34,3,0,0,0,0,0,0.00,0,0,0,0,0,0,13,6,8,5,0,7,41.2,10,45,36.0,63,50,12,0,9,32,46,0,508,81,3,66.7,5,0,311,0,2,3,320,316,98.8,2,61,25.7,83,7,5,25,3,0.92,5,25,-20,-2.29,-2.41,7.3,20.2,-12.8,-1.47,-1.18,0,10,0,0,0,69,30,12,71.4,Bundesliga,20,2021-2022
Edimilson Fernandes,ch SUI,"DF,FW",Arminia,25,1996,7,2,283,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.07,0.09,0.16,0.07,0.16,Matches,4,2,50.0,1.27,0.64,0.00,0.00,43.7,0,0.06,-0.2,-0.2,93,124,75.0,1700,653,47,51,92.2,32,42,76.2,12,22,54.5,-0.3,6,6,7,3,14,118,6,0,32,5,8,3,0,1,0,80,17,27,13,101,4,2,1,0,2,0,6,10,3.18,9,0,1,0,0,0,0.00,0,0,0,0,0,0,3,3,0,2,1,1,25.0,3,17,34.7,14,25,10,1,2,5,6,0,154,12,8,60.0,3,1,111,1,2,9,120,100,83.3,9,40,9.2,70,0,5,29,8,0.71,3,7,-4,-1.27,-0.56,3.1,7.5,-4.4,-1.40,-0.44,0,3,0,0,0,31,4,3,57.1,Bundesliga,20,2021-2022
AlfreÃ° Finnbogason,is ISL,"FW,MF",Augsburg,32,1989,10,3,292,3.2,2,1,2,0,0,0,0,0.62,0.31,0.92,0.62,0.92,1.1,1.1,0.8,2.0,0.35,0.25,0.60,0.35,0.60,Matches,6,4,66.7,1.85,1.23,0.33,0.50,13.3,0,0.19,+0.9,+0.9,43,71,60.6,701,214,23,35,65.7,16,23,69.6,4,6,66.7,+0.2,3,4,0,0,6,70,1,1,22,1,1,0,0,0,0,43,14,14,12,45,7,0,2,0,0,7,6,6,1.85,5,0,0,0,0,2,0.62,1,0,0,1,0,0,2,0,0,1,1,0,0.0,3,12,20.0,5,30,25,0,5,3,6,0,122,8,16,40.0,4,1,63,1,14,6,120,82,68.3,20,29,9.5,63,1,7,15,8,1.10,6,3,+3,+0.92,+1.57,5.1,4.4,+0.7,+0.22,+0.89,0,4,0,0,0,20,8,7,53.3,Bundesliga,20,2021-2022
Mark Flekken,nl NED,GK,Freiburg,28,1993,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,912,1335,68.3,32571,22082,103,104,99.0,359,364,98.6,447,864,51.7,-0.1,2,49,2,0,3,998,337,0,90,50,0,0,0,0,0,586,35,714,240,933,0,0,117,5,45,10,5,7,0.22,4,3,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,2,0,0,0,1,0,0,0,1405,1181,0,100.0,1,0,759,0,0,0,732,731,99.9,0,90,94.1,90,32,0,,0,1.69,55,39,+16,+0.50,+2.50,47.2,42.4,+4.8,+0.15,+0.13,0,0,0,0,0,169,0,0,,Bundesliga,20,2021-2022
Emil Forsberg,se SWE,"MF,FW",RB Leipzig,29,1991,31,20,1706,19.0,6,2,2,4,4,2,0,0.32,0.11,0.42,0.11,0.21,7.6,4.6,3.6,8.2,0.40,0.19,0.59,0.24,0.43,Matches,38,11,28.9,2.00,0.58,0.05,0.18,18.2,2,0.12,-1.6,-2.6,637,773,82.4,10150,2602,357,406,87.9,215,241,89.2,54,97,55.7,-1.6,24,56,32,2,87,726,47,8,131,14,17,19,7,12,0,602,87,84,77,639,17,5,25,3,8,27,20,54,2.85,36,8,6,1,1,6,0.32,3,1,1,0,1,0,20,15,2,11,7,5,33.3,10,84,28.1,35,152,112,0,23,26,5,1,982,10,63,52.4,24,0,690,11,44,22,949,752,79.2,149,55,55.8,70,5,11,27,0,1.58,34,16,+18,+0.95,-0.18,34.4,22.3,+12.2,+0.64,+0.01,0,13,0,0,0,102,10,22,31.3,Bundesliga,20,2021-2022
Philipp FÃ¶rster,de GER,"FW,MF",Stuttgart,26,1995,20,11,967,10.7,2,1,2,0,0,4,0,0.19,0.09,0.28,0.19,0.28,2.7,2.7,0.8,3.5,0.26,0.07,0.33,0.26,0.33,Matches,29,7,24.1,2.70,0.65,0.07,0.29,17.4,1,0.09,-0.7,-0.7,373,429,86.9,5931,1350,202,225,89.8,140,157,89.2,24,27,88.9,+0.2,7,31,14,3,34,412,17,1,99,2,4,2,0,0,0,342,56,31,346,51,8,10,4,1,2,18,11,25,2.33,17,2,2,0,0,2,0.19,2,0,0,0,0,0,24,12,5,17,2,12,48.0,13,58,25.2,52,116,62,0,17,34,2,0,559,5,37,50.0,11,1,399,10,21,17,513,401,78.2,58,48,31.6,71,2,9,20,6,1.10,18,22,-4,-0.37,+0.23,15.3,17.2,-1.9,-0.17,+0.02,0,18,0,0,0,79,11,16,40.7,Bundesliga,20,2021-2022
Timothy Fosu-Mensah,nl NED,DF,Leverkusen,23,1998,6,0,145,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.15,0.15,0.00,0.15,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,72,92,78.3,1273,548,35,39,89.7,30,39,76.9,6,10,60.0,-0.2,1,4,3,2,1,66,26,0,10,1,4,0,0,0,0,49,23,20,5,59,2,23,0,0,0,6,2,3,1.86,2,0,1,0,0,0,0.00,0,0,0,0,0,0,6,2,4,1,1,3,75.0,1,3,17.6,11,4,2,0,2,8,2,1,107,6,1,50.0,1,0,56,1,3,0,58,54,93.1,3,24,4.7,,0,6,24,3,2.50,3,3,0,0.00,-1.02,4.7,2.5,+2.2,+1.39,+0.84,0,1,0,0,0,13,3,3,50.0,Bundesliga,20,2021-2022
Raphael Framberger,de GER,DF,Augsburg,25,1995,23,9,848,9.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.06,0.07,0.00,0.07,Matches,1,0,0.0,0.11,0.00,0.00,,20.4,0,0.03,0.0,0.0,295,446,66.1,5431,2788,140,174,80.5,104,150,69.3,45,100,45.0,-0.6,12,26,20,10,43,351,95,0,52,11,24,0,0,0,0,199,121,126,36,293,19,91,1,4,16,21,15,19,2.02,15,3,0,0,1,0,0.00,0,0,0,0,0,0,34,19,15,14,5,12,48.0,13,43,29.5,65,56,25,0,17,44,30,0,559,37,4,72.7,8,0,261,0,7,3,330,281,85.2,13,37,27.7,73,5,14,13,10,1.35,8,12,-4,-0.42,+0.10,9.2,17.4,-8.2,-0.87,-0.38,0,19,0,1,0,80,15,12,55.6,Bundesliga,20,2021-2022
Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13,13,1169,13.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.9,2.1,0.09,0.07,0.16,0.09,0.16,Matches,15,4,26.7,1.15,0.31,0.00,0.00,12.8,0,0.07,-1.1,-1.1,471,623,75.6,10735,4243,122,150,81.3,249,286,87.1,93,167,55.7,-0.9,4,40,2,1,34,605,18,1,74,17,4,0,0,0,0,387,72,164,86,467,48,3,0,1,22,13,15,9,0.69,7,0,0,0,0,0,0.00,0,0,0,0,0,0,20,12,18,2,0,13,81.3,3,55,33.5,100,55,9,0,17,51,55,0,777,108,21,66.7,4,0,455,1,13,4,489,466,95.3,5,90,38.2,90,12,0,,1,1.77,20,15,+5,+0.38,+0.34,19.5,16.0,+3.5,+0.27,+0.01,1,11,0,0,1,129,45,33,57.7,Bundesliga,20,2021-2022
Marvin Friedrich,de GER,DF,Union Berlin,25,1995,13,13,1169,13.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.9,2.1,0.09,0.07,0.16,0.09,0.16,Matches,15,4,26.7,1.15,0.31,0.00,0.00,12.8,0,0.07,-1.1,-1.1,471,623,75.6,10735,4243,122,150,81.3,249,286,87.1,93,167,55.7,-0.9,4,40,2,1,34,605,18,1,74,17,4,0,0,0,0,387,72,164,86,467,48,3,0,1,22,13,15,9,0.69,7,0,0,0,0,0,0.00,0,0,0,0,0,0,20,12,18,2,0,13,81.3,3,55,33.5,100,55,9,0,17,51,55,0,777,108,21,66.7,4,0,455,1,13,4,489,466,95.3,5,90,38.2,90,12,0,,1,1.77,20,15,+5,+0.38,+0.34,19.5,16.0,+3.5,+0.27,+0.01,0,6,0,1,0,59,25,13,65.8,Bundesliga,20,2021-2022
